aluno_id,ano,aprovado,proba_aprovacao
A00053,2021,0,0.4900155469418404
A00054,2022,1,0.6792905536068995
A00055,2025,0,0.49085483463740104
A00056,2022,0,0.514618102239546
A00057,2021,0,0.5586621767744241
A00058,2022,0,0.522882547957532
A00059,2025,1,0.43126706097464196
A00060,2022,0,0.5137133446523792
A00060,2023,1,0.4694893075072432
A00061,2025,0,0.6621217828583237
A00062,2024,0,0.5866203884440637
A00062,2025,1,0.579809502533558
A00063,2024,1,0.5274182543532463
A00063,2025,0,0.599692102993118
A00064,2022,0,0.44205283624965225
A00064,2023,1,0.40240093389379405
A00065,2025,0,0.5104028696084111
A00066,2023,0,0.507033668282298
A00067,2021,0,0.41450272143717676
A00068,2024,0,0.494158585699529
A00068,2025,1,0.5263324123866914
A00069,2023,1,0.44878376888218796
A00069,2024,1,0.47073374806802587
A00070,2022,0,0.48340398013821445
A00071,2022,0,0.410610591698978
A00072,2021,0,0.46336512702666777
A00073,2021,0,0.5353622984552764
A00074,2022,0,0.46680106908056396
A00075,2024,0,0.5216131446754241
A00076,2022,1,0.47954810444964563
A00076,2023,0,0.47756892894104674
A00077,2022,0,0.525517810100101
A00077,2023,1,0.5483909114328647
A00078,2021,0,0.5904629691037164
A00078,2022,0,0.6191545269515738
A00079,2024,1,0.4812021975638791
A00079,2025,0,0.40165324984907697
A00080,2023,1,0.34031671988330636
A00081,2025,1,0.48906830027831694
A00082,2025,1,0.6642081110376661
A00083,2022,1,0.6444400941565623
A00084,2025,0,0.3754969343534708
A00085,2021,1,0.47847092136591757
A00086,2025,1,0.5905204826180185
A00087,2024,0,0.4622175344075946
A00087,2025,1,0.43121811859428005
A00088,2022,0,0.5153175830127541
A00088,2023,0,0.533109502127796
A00089,2024,0,0.41988650670094835
A00090,2024,1,0.5333338761231836
A00091,2023,0,0.4366926158985266
A00091,2024,0,0.45052471223373164
A00092,2022,0,0.31895444326789546
A00093,2024,0,0.485874720621268
A00094,2022,0,0.6584601915703381
A00095,2022,0,0.5828232684290087
A00095,2023,0,0.5331468301145215
A00096,2025,1,0.6075237169316836
A00097,2023,0,0.49634873691053316
A00098,2022,0,0.4769409049568855
A00099,2022,1,0.5542976302803733
A00100,2025,0,0.5771032002735402
A00101,2023,1,0.42024818866705305
A00102,2021,0,0.417610772258652
A00102,2022,0,0.36077764577401544
A00102,2023,1,0.39213217528961686
A00103,2021,0,0.5498562881496954
A00104,2022,0,0.4340177018269773
A00104,2023,0,0.4425572801589188
A00104,2024,0,0.3216066180257209
A00105,2023,0,0.5889027104025645
A00106,2023,0,0.5265948162285118
A00107,2024,0,0.5005665004758073
A00107,2025,1,0.5317629649937545
A00108,2021,1,0.444604645711461
A00109,2024,0,0.495477148871903
A00109,2025,1,0.516996668953715
A00110,2022,1,0.5157352459288955
A00111,2024,0,0.6234367913127369
A00111,2025,1,0.6572166386403436
A00112,2021,0,0.5089894725599822
A00113,2024,0,0.624122391992399
A00113,2025,0,0.6452849159157809
A00114,2022,0,0.3221397626730448
A00114,2023,0,0.2940506069830365
A00115,2021,0,0.44970501025637183
A00115,2022,0,0.3874096936597155
A00116,2025,0,0.3638050537479547
A00117,2024,0,0.46332301486835664
A00118,2024,0,0.45850965381279307
A00119,2023,0,0.47904214432186415
A00120,2021,0,0.42454166628994083
A00120,2022,1,0.47155771457948376
A00120,2023,1,0.46781125873703255
A00121,2023,0,0.49516903377625276
A00122,2024,0,0.4161076068050765
A00123,2024,0,0.4189226096704968
A00124,2024,1,0.4570636081604718
A00125,2023,0,0.49131943940544415
A00125,2024,0,0.5312943339060144
A00126,2023,0,0.3751300668284383
A00127,2025,0,0.5828075931064584
A00128,2022,0,0.49986862686360883
A00129,2023,1,0.5692291230192622
A00129,2024,0,0.4425189583324876
A00129,2025,0,0.5096225737771819
A00130,2025,1,0.4693010697446843
A00131,2025,0,0.48092401724284395
A00132,2021,1,0.35284365302653764
A00133,2024,1,0.4097993406854987
A00133,2025,1,0.6069305851477866
A00134,2024,0,0.5869228137322983
A00134,2025,0,0.6511993889058105
A00135,2022,0,0.4812697381893291
A00136,2025,0,0.723743724935454
A00137,2021,1,0.3852919366456965
A00138,2024,0,0.43660235674849224
A00138,2025,0,0.4053615117952389
A00139,2024,0,0.4649617418208398
A00139,2025,0,0.3619708938317671
A00140,2021,0,0.400733697620526
A00140,2022,0,0.40653734020395343
A00141,2021,0,0.5497515368386559
A00142,2023,0,0.22433676916114387
A00143,2023,0,0.5325924717247558
A00143,2024,0,0.49006687550651895
A00144,2021,1,0.5834700154782315
A00144,2022,0,0.6091369675093237
A00144,2023,1,0.5254979202068032
A00145,2023,0,0.5070215365833297
A00145,2024,0,0.49370800583673496
A00146,2025,0,0.4530870493831709
A00147,2023,0,0.6026228052536801
A00148,2022,1,0.4712409500395263
A00149,2025,1,0.634018133483424
A00150,2021,0,0.39071707229465347
A00151,2024,0,0.5593382337843608
A00152,2024,1,0.3907389856796954
A00152,2025,1,0.48446803269025634
A00153,2023,0,0.5248961301124788
A00154,2023,0,0.4113609145730459
A00155,2022,0,0.5337066421913818
A00156,2023,1,0.5418984686684829
A00157,2024,1,0.48404132736828476
A00158,2023,1,0.42366990669029614
A00159,2024,0,0.3607336359168145
A00159,2025,0,0.461229705747367
A00160,2025,0,0.6391349105193154
A00161,2025,0,0.537856554040411
A00162,2022,1,0.590204016193903
A00162,2023,0,0.592154719551466
A00163,2025,0,0.5225317680822653
A00164,2025,0,0.4881389317874843
A00165,2025,0,0.5655987184075371
A00166,2025,0,0.39777105643534266
A00167,2021,0,0.516233970930241
A00168,2024,0,0.3856662817656826
A00168,2025,0,0.3541325338320987
A00169,2024,0,0.5467591570664595
A00170,2025,0,0.6157266391237294
A00171,2023,1,0.5912261622646899
A00172,2024,0,0.6041654339505741
A00173,2025,1,0.3955645524900863
A00174,2021,0,0.3883632260431809
A00175,2023,1,0.45951399760553746
A00175,2024,0,0.36458445243132986
A00176,2021,1,0.5479180465964227
A00177,2023,1,0.4921249485351945
A00177,2024,0,0.47062047593506623
A00178,2024,0,0.5428666076336973
A00179,2022,0,0.5905242392843769
A00180,2023,0,0.3553590389302751
A00181,2022,1,0.5185504346830099
A00182,2023,1,0.5192299574618782
A00183,2024,0,0.3879108444388827
A00184,2022,0,0.5280379608713958
A00185,2023,0,0.5097371698907202
A00185,2024,1,0.5260370590356777
A00186,2024,0,0.39035962544965647
A00187,2022,1,0.6571493516197405
A00188,2023,0,0.5293089448925994
A00189,2023,0,0.5691089925625273
A00189,2024,0,0.6166047463856303
A00190,2025,0,0.5622533143037275
A00191,2021,0,0.5670541878514201
A00192,2023,0,0.6223831816268005
A00193,2024,1,0.20718021638477943
A00194,2024,0,0.4837378585189378
A00194,2025,0,0.4306556924979794
A00195,2022,0,0.4510357368075815
A00196,2021,0,0.5462720184981792
A00197,2023,1,0.5271563356598645
A00198,2025,0,0.6037596961953383
A00199,2021,1,0.34443170121329886
A00200,2024,0,0.5084047447543796
A00201,2023,1,0.4693269577161936
A00201,2024,0,0.5101766402943408
A00201,2025,0,0.487329151182359
A00202,2024,0,0.39671900630430773
A00202,2025,1,0.3571564132496222
A00203,2023,0,0.6040549454095442
A00204,2024,0,0.6143738076020377
A00205,2024,0,0.44161996001627307
A00206,2024,1,0.5868114616713821
A00206,2025,0,0.6237727484671637
A00207,2023,0,0.4977433034940979
A00208,2023,0,0.496087883843345
A00208,2024,0,0.507113387469359
A00209,2023,1,0.5449598384083056
A00209,2024,0,0.471224447323943
A00209,2025,1,0.5800233153294616
A00210,2023,0,0.4403087312144234
A00211,2021,1,0.4903783044712379
A00212,2021,0,0.5187182713945317
A00213,2024,0,0.5670852931368202
A00213,2025,0,0.5220972763316937
A00214,2023,1,0.25252889830539305
A00215,2022,0,0.5535446264026995
A00216,2021,1,0.6163786453303327
A00217,2022,0,0.4588538608906875
A00218,2023,0,0.5590412049968394
A00219,2024,0,0.4898887872544131
A00219,2025,0,0.5512072806373828
A00220,2025,1,0.4411843576258247
A00221,2024,0,0.30173951760228773
A00222,2023,0,0.2427972610695541
A00222,2024,0,0.2665841782668066
A00223,2025,1,0.43159820046448394
A00224,2023,1,0.42797090460648646
A00224,2024,0,0.43684810871779206
A00225,2023,0,0.5251803542406285
A00225,2024,0,0.535603186738746
A00226,2023,0,0.6318410305869756
A00226,2024,0,0.5913780988964417
A00226,2025,1,0.5450816404506218
A00227,2021,1,0.46811905285703914
A00228,2022,0,0.5549450396720514
A00229,2021,0,0.45962405185635014
A00230,2024,1,0.4782756750825219
A00231,2024,0,0.5709946040690403
A00232,2022,1,0.3947036649692743
A00232,2023,1,0.4170426512674801
A00232,2024,0,0.39942213538729965
A00233,2024,0,0.5579560717460765
A00234,2022,0,0.36996997767065515
A00235,2024,0,0.43713661208490445
A00236,2023,0,0.39191807489701447
A00236,2024,0,0.42299017141674894
A00237,2021,0,0.5483794333911788
A00238,2025,1,0.4982170188874648
A00239,2023,1,0.55995328244628
A00240,2022,0,0.367249246082159
A00240,2023,0,0.35379795927723745
A00241,2021,0,0.33773192920141826
A00242,2022,0,0.505336166349436
A00243,2023,0,0.4193934064728341
A00244,2025,0,0.45225452812204486
A00245,2023,0,0.43954055542378806
A00246,2022,0,0.5277769238566874
A00247,2024,1,0.608525191762887
A00247,2025,0,0.47609830920447926
A00248,2021,0,0.3587338022082915
A00249,2022,0,0.5990983549044219
A00249,2023,0,0.5987025739789336
A00250,2022,0,0.5034653287332906
A00250,2023,1,0.6054412770480639
A00250,2024,1,0.5070973449923534
A00251,2023,1,0.5078787226721817
A00252,2025,1,0.42771341703333754
A00253,2025,0,0.6147912464306365
A00254,2025,1,0.46943682100790335
A00255,2023,0,0.4030158157417163
A00256,2024,0,0.4530973983542727
A00256,2025,0,0.4387291979335583
A00257,2024,0,0.4211257792765067
A00258,2024,0,0.4107302577297508
A00259,2025,1,0.4941302071419439
A00260,2024,1,0.48428649250698436
A00261,2025,0,0.36565339883375075
A00262,2021,1,0.38204367576287734
A00263,2025,1,0.6067779111468199
A00264,2022,0,0.39732130118435355
A00265,2024,1,0.5344176732649928
A00265,2025,0,0.5793090233567003
A00266,2025,0,0.553148540229683
A00267,2024,0,0.4096469235899339
A00267,2025,0,0.43003943584561366
A00268,2021,0,0.5846512962445968
A00269,2023,0,0.5265620835547168
A00270,2024,1,0.5380589602809568
A00271,2024,0,0.4075585176460709
A00271,2025,0,0.4709778496707646
A00272,2023,0,0.45496875950604093
A00273,2023,1,0.41860606218497626
A00274,2025,1,0.4880447012242093
A00275,2021,0,0.5505158259501928
A00275,2022,1,0.575389474144163
A00276,2023,1,0.5679802297429828
A00277,2024,1,0.43964328511044326
A00278,2024,0,0.5722741822156235
A00279,2023,1,0.4886148024301398
A00280,2021,0,0.5051396127048009
A00281,2025,0,0.5265911003065883
A00282,2022,0,0.553515423987514
A00283,2022,0,0.5192475402989277
A00283,2023,0,0.503723000571891
A00283,2024,1,0.5313542004289198
A00284,2023,0,0.47081732122290254
A00285,2025,0,0.5285966995309296
A00286,2025,1,0.39348400063209665
A00287,2024,0,0.5728281741247374
A00288,2021,1,0.42428955522314293
A00288,2022,0,0.523045625901423
A00289,2021,0,0.4505417153114568
A00290,2025,0,0.5027543027652602
A00291,2022,0,0.34942622016282593
A00292,2023,0,0.5561534446743671
A00293,2023,0,0.6211020635834531
A00294,2021,1,0.668413484527096
A00295,2021,0,0.25033158294600844
A00296,2021,0,0.44943073683788975
A00296,2022,0,0.4399879894638518
A00297,2025,1,0.5576746740473443
A00298,2023,1,0.5019999538928243
A00299,2022,1,0.45773054384918965
A00300,2025,1,0.5714831354022342
A00301,2022,0,0.42840392262709653
A00302,2024,0,0.5041879489850248
A00303,2022,1,0.4899541146567523
A00303,2023,1,0.4058101371961936
A00304,2022,1,0.516971761959795
A00304,2023,1,0.4318871224073524
A00305,2025,1,0.54312802737269
A00306,2021,0,0.5105513516333476
A00307,2021,0,0.4726571858830666
A00308,2024,0,0.49717312758082294
A00309,2023,0,0.31346280175137486
A00310,2023,1,0.49111674245207537
A00311,2023,0,0.6010656119780913
A00311,2024,0,0.6333058689171247
A00312,2025,0,0.5149831635165917
A00313,2021,1,0.4508728022863027
A00313,2022,1,0.450505740275519
A00314,2022,0,0.583513380640742
A00315,2024,0,0.45630011058151587
A00315,2025,0,0.48554930307700217
A00316,2023,1,0.5734490766633153
A00317,2024,0,0.28783076467315666
A00317,2025,0,0.2898659630507987
A00318,2024,0,0.41262879114115747
A00319,2023,0,0.5542853128306084
A00320,2025,0,0.43142975310726367
A00321,2025,0,0.5045558826699086
A00322,2023,0,0.353811026211776
A00323,2021,1,0.48990505192067013
A00324,2022,0,0.5478240942386624
A00324,2023,0,0.5105382764373975
A00325,2021,1,0.5332683484865409
A00326,2023,0,0.30851471357332777
A00326,2024,0,0.24095684854009936
A00327,2025,0,0.1792770216018638
A00328,2021,0,0.4246333814341073
A00328,2022,0,0.4206795985302494
A00329,2024,0,0.37137495949370236
A00329,2025,0,0.3293845590756581
A00330,2022,0,0.4087280444768277
A00331,2025,1,0.565808711419057
A00332,2023,0,0.5933847065240986
A00333,2021,1,0.5315938719855768
A00334,2024,0,0.5202999924604756
A00335,2025,0,0.5986331254031488
A00336,2022,0,0.5743459749112815
A00337,2025,0,0.4038929004274504
A00338,2021,0,0.4559617864706194
A00338,2022,0,0.4049659548422218
A00339,2022,0,0.7021982522898904
A00340,2021,1,0.5708503212844457
A00341,2025,0,0.45529897579516376
A00342,2024,0,0.4803033511799694
A00343,2021,0,0.4118342377508876
A00343,2022,0,0.501308476368342
A00344,2022,0,0.5799341032451836
A00344,2023,0,0.5862807556688432
A00345,2024,0,0.5103298252524552
A00346,2021,0,0.5018566183345278
A00346,2022,0,0.4929498292479355
A00347,2021,0,0.4126712273888465
A00348,2024,0,0.37908838651678356
A00349,2024,1,0.5079896861925388
A00349,2025,0,0.5748308143333707
A00350,2023,0,0.2471731779237156
A00351,2025,0,0.3883556680967208
A00352,2024,1,0.37917304787026634
A00353,2021,0,0.2534017205880802
A00354,2021,0,0.5997022722671045
A00355,2021,0,0.5352691464216686
A00355,2022,1,0.48630138376015036
A00356,2021,1,0.47257651838533715
A00357,2024,1,0.43144758814111117
A00357,2025,1,0.4422058251987147
A00358,2023,0,0.5198830431386692
A00359,2024,0,0.41340210947883704
A00360,2025,0,0.5634891687462431
A00361,2025,0,0.6122502408095452
A00362,2023,0,0.3029978768451377
A00363,2021,1,0.5190520855850478
A00363,2022,0,0.5525924376594841
A00364,2023,1,0.483033206488556
A00365,2021,0,0.5539184330651511
A00366,2025,0,0.4132078953878309
A00367,2025,1,0.46435502703325976
A00368,2021,1,0.3047155660166841
A00369,2024,1,0.5823754479357295
A00370,2023,1,0.6230760923841764
A00370,2024,0,0.6518673273609767
A00371,2025,0,0.42379768379612803
A00372,2021,0,0.48171302794635645
A00373,2024,0,0.5076044007065954
A00374,2025,0,0.40144261806769155
A00375,2023,1,0.6481434846514672
A00376,2021,0,0.433559550757053
A00377,2023,1,0.37772977195429025
A00378,2025,0,0.5978824998491499
A00379,2025,1,0.6256045819825045
A00380,2025,0,0.3638092428896697
A00381,2022,1,0.28147219252137773
A00382,2021,1,0.48200230674063177
A00383,2022,0,0.6047340166822573
A00383,2023,1,0.5731913698754758
A00384,2022,0,0.4455860982930291
A00385,2025,1,0.46293900054793785
A00386,2023,0,0.39830110027889665
A00386,2024,1,0.5070735372263768
A00387,2025,1,0.409771268223379
A00388,2023,1,0.46885394018300647
A00388,2024,0,0.5209695564674548
A00389,2024,0,0.47502462047392324
A00389,2025,1,0.5371885179200081
A00390,2024,1,0.4593887965697176
A00390,2025,0,0.4331804495293836
A00391,2024,1,0.44664865427708317
A00392,2021,0,0.4347779506856407
A00392,2022,0,0.46922312415946765
A00393,2022,0,0.5108831032872213
A00394,2022,1,0.4470605093450456
A00395,2022,0,0.38678436648836173
A00395,2023,0,0.4477570431526942
A00396,2024,0,0.5955594177312362
A00396,2025,0,0.5329277286063774
A00397,2024,1,0.5183440116622515
A00398,2022,0,0.36926359462699176
A00398,2023,1,0.31910290099796706
A00399,2024,0,0.5677074638802785
A00400,2023,0,0.5785005244460136
A00401,2024,0,0.5614917745578751
A00402,2025,0,0.5091887989587587
A00403,2022,0,0.41175405248353814
A00404,2023,1,0.4025609072314887
A00405,2023,0,0.6279595804097081
A00406,2024,0,0.29643512238591574
A00407,2025,0,0.5909080949752593
A00408,2023,0,0.4129200272001788
A00408,2024,1,0.43624597105782614
A00409,2021,0,0.3706732272526395
A00410,2021,0,0.4900936804397455
A00410,2022,0,0.5112098276293938
A00411,2024,0,0.4829840193600828
A00412,2024,0,0.6546460102996147
A00413,2021,1,0.5613621505255383
A00414,2022,1,0.4639008262948121
A00414,2023,1,0.40601125086267886
A00415,2023,0,0.4579719984074418
A00416,2025,1,0.45693623533909583
A00417,2022,1,0.5461279207298335
A00418,2025,0,0.2334749943052542
A00419,2024,0,0.5025940768751271
A00419,2025,0,0.4102966660964463
A00420,2024,0,0.6036781333459573
A00421,2024,1,0.44124811664399594
A00421,2025,0,0.4891432781476288
A00422,2023,1,0.5443771034944527
A00423,2024,0,0.5305594582328582
A00423,2025,1,0.6284201049340569
A00424,2025,1,0.537881035885033
A00425,2025,0,0.5491930101038781
A00426,2024,0,0.3584519144534019
A00427,2024,0,0.417968146233918
A00428,2022,0,0.4946588403945482
A00429,2025,0,0.5490252776586481
A00430,2024,0,0.48998498787766914
A00431,2023,1,0.6158007414372335
A00431,2024,1,0.5716899349394895
A00431,2025,0,0.5639819630209338
A00432,2025,0,0.47023157085853734
A00433,2022,0,0.3267594138853146
A00433,2023,1,0.37988437457134305
A00434,2024,0,0.4409721704062782
A00435,2024,0,0.5354932882536377
A00435,2025,0,0.495539032197397
A00436,2024,0,0.4029483667854224
A00437,2025,0,0.5260177100564989
A00438,2022,0,0.5105846418777495
A00439,2024,1,0.2441341939771805
A00439,2025,0,0.27990872673897443
A00440,2024,0,0.4125103397747968
A00440,2025,0,0.4065601281907597
A00441,2022,0,0.23948808274764746
A00442,2023,0,0.6161326756187792
A00442,2024,0,0.5923029881660075
A00443,2021,0,0.5871589175533377
A00443,2022,1,0.6590866355459392
A00444,2024,1,0.5509069616726925
A00445,2021,1,0.34012562747191133
A00446,2024,0,0.5565466905130187
A00447,2025,0,0.5866938572514705
A00448,2025,0,0.41107090797412027
A00449,2024,1,0.47177978908926016
A00450,2025,1,0.5988946634582731
A00451,2024,1,0.6071228091959696
A00452,2023,0,0.41249544908439617
A00453,2023,0,0.6127346825129323
A00453,2024,0,0.5169509265769453
A00454,2023,0,0.5020429212179589
A00455,2025,0,0.6026255472647588
A00456,2024,1,0.5350979152150362
A00457,2023,0,0.4258673523542847
A00458,2021,0,0.6576261603171718
A00459,2024,1,0.602192716824916
A00459,2025,0,0.5111609323071451
A00460,2024,0,0.3606630326936892
A00461,2024,0,0.6671264406639277
A00462,2023,0,0.5623876287570354
A00463,2025,0,0.547245319474087
A00464,2024,0,0.4987667326270421
A00465,2023,0,0.5085817186591592
A00465,2024,1,0.538173694220113
A00466,2025,0,0.6522701818256889
A00467,2025,1,0.41596144460902135
A00468,2024,0,0.40967774514172867
A00469,2025,1,0.5526049251309259
A00470,2023,1,0.6307845399254292
A00470,2024,0,0.5725250666451576
A00470,2025,0,0.5561312565860036
A00471,2021,0,0.45416933757712785
A00471,2022,0,0.5008208242893272
A00472,2024,0,0.36024916615241326
A00472,2025,0,0.3767495347878258
A00473,2025,1,0.6625116918420039
A00474,2024,0,0.42857980691272646
A00475,2022,0,0.4301499759404715
A00476,2022,1,0.529391196218205
A00477,2023,1,0.5471535824784135
A00478,2023,0,0.5429042339153772
A00479,2025,0,0.40224096118853364
A00480,2023,1,0.39060968300281684
A00481,2021,1,0.5855735657186146
A00481,2022,0,0.5040219175825289
A00482,2025,0,0.5334980246134018
A00483,2024,0,0.34466003984875776
A00484,2023,0,0.48717745384477457
A00485,2025,1,0.6278589919503541
A00486,2022,0,0.3847334841957973
A00487,2021,1,0.3808439393219907
A00488,2022,1,0.558944004525677
A00489,2022,1,0.46529025559936926
A00490,2023,0,0.5840804093148604
A00490,2024,0,0.5906546882548404
A00491,2024,1,0.6273536932054332
A00492,2023,1,0.5828053831321356
A00492,2024,1,0.5775360672091024
A00493,2025,0,0.4421133718570419
A00494,2021,0,0.39889071264337705
A00495,2023,0,0.6707817961173179
A00496,2025,0,0.46205629094371387
A00497,2024,1,0.5055827223209916
A00498,2024,0,0.39596398959559737
A00499,2021,1,0.2851744571151516
A00500,2023,1,0.535520079104072
A00501,2024,0,0.5852151996804602
A00502,2021,0,0.5803258187484577
A00503,2025,0,0.5695921100389456
A00504,2025,1,0.6501291943906484
A00505,2025,0,0.5302210162981876
A00506,2024,1,0.556294435162851
A00507,2021,1,0.6037223059080871
A00507,2022,1,0.5916436163413895
A00508,2024,0,0.4471234525165633
A00509,2023,0,0.3837855297231906
A00509,2024,1,0.3903024316631436
A00510,2023,0,0.27609384243188584
A00511,2024,0,0.4424815801674582
A00511,2025,0,0.5369905024819339
A00512,2025,1,0.4968235465561911
A00513,2024,0,0.4349563443095365
A00514,2024,0,0.33728347015783033
A00514,2025,0,0.34446226535264485
A00515,2024,0,0.4764726702902516
A00516,2025,0,0.6336590423766694
A00517,2024,0,0.4838966781587722
A00518,2022,1,0.49414163648266235
A00518,2023,0,0.5150779785992451
A00518,2024,1,0.4765632633799575
A00519,2025,1,0.6011235798618104
A00520,2021,0,0.5934113191434153
A00520,2022,1,0.5143038409657888
A00521,2021,0,0.3893033450351199
A00522,2022,1,0.584472535680721
A00522,2023,0,0.5393229520856176
A00523,2023,0,0.64273540304278
A00524,2021,1,0.40784002357361576
A00525,2023,1,0.4824874040338703
A00525,2024,0,0.5103887252121557
A00526,2021,0,0.5518289056868944
A00527,2024,0,0.5083047076532803
A00528,2022,1,0.5417939812834253
A00529,2024,0,0.5294567096709195
A00530,2021,1,0.5431546828816881
A00531,2021,0,0.5256318607521566
A00531,2022,0,0.4550329813378449
A00531,2023,1,0.5666464406707827
A00532,2025,0,0.6072572641394967
A00533,2025,0,0.5227294712577665
A00534,2021,1,0.39749034174476056
A00535,2023,0,0.513936892567537
A00536,2021,1,0.37033788880484797
A00537,2022,0,0.4706598021819108
A00538,2022,0,0.47447077356969636
A00539,2024,1,0.4615828523589982
A00540,2025,0,0.4622027901176076
A00541,2025,1,0.4472109929808679
A00542,2021,0,0.5664595801576267
A00543,2023,0,0.37003570609167774
A00544,2022,0,0.537686496969658
A00544,2023,0,0.47137023354679514
A00545,2025,0,0.4776299261006285
A00546,2025,0,0.5393005178172634
A00547,2021,1,0.5264284009577985
A00548,2023,0,0.5227745811241282
A00549,2024,0,0.6619417250296458
A00550,2021,0,0.6756049268180454
A00551,2022,1,0.5211757025885521
A00552,2024,0,0.6469104433206955
A00553,2022,0,0.6458973138639176
A00553,2023,0,0.6362229539243853
A00553,2024,1,0.6022048292487842
A00554,2021,0,0.5670859179237118
A00555,2023,0,0.6442718006152243
A00556,2022,1,0.4966061491760325
A00557,2023,0,0.3956836701557097
A00558,2023,1,0.551418641886761
A00559,2021,0,0.4257710888805046
A00559,2022,0,0.4425648561026063
A00560,2021,0,0.4882547742576065
A00561,2023,0,0.3067646625787968
A00562,2022,0,0.3866976238088497
A00563,2021,0,0.536028220121033
A00564,2025,0,0.4045680155952945
A00565,2023,0,0.49008503584220253
A00566,2022,0,0.4155690466647378
A00567,2023,1,0.6111505910263646
A00568,2025,0,0.558446980669261
A00569,2022,0,0.40669784675522996
A00570,2025,0,0.31081440288946316
A00571,2022,0,0.6225685476986926
A00571,2023,0,0.5992862337480989
A00571,2024,0,0.6179636217900284
A00572,2024,0,0.49638162467339625
A00573,2025,0,0.6441585301446217
A00574,2023,0,0.5475759699649578
A00575,2023,1,0.4629035324356572
A00575,2024,0,0.5303121344748608
A00576,2023,0,0.46689717448691803
A00577,2024,1,0.5903118356576341
A00578,2021,0,0.5225539090411511
A00579,2025,0,0.49494782122149344
A00580,2025,1,0.5835833748719346
A00581,2025,1,0.6144227109950146
A00582,2021,1,0.3696855799956883
A00583,2024,0,0.5137475219747838
A00584,2025,0,0.366814896846069
A00585,2024,0,0.4042304494555282
A00586,2021,0,0.4434187523437972
A00587,2025,0,0.4389183540276074
A00588,2024,1,0.46257465014772914
A00588,2025,0,0.49238782242596546
A00589,2025,1,0.5798333004705898
A00590,2023,0,0.5064677340681282
A00591,2021,0,0.6103385024048663
A00592,2024,1,0.44620785364964294
A00593,2022,0,0.6156860486766657
A00593,2023,1,0.5190749018644459
A00594,2023,0,0.4247733027143263
A00595,2021,1,0.5527472943371978
A00595,2022,0,0.6134778639896908
A00596,2024,1,0.45524009755666117
A00597,2024,0,0.5762382414079981
A00598,2024,1,0.5701578507474065
A00599,2022,1,0.5511444388386333
A00600,2022,1,0.43020279709272724
A00601,2023,0,0.5079905962736161
A00601,2024,0,0.46692018784228273
A00602,2025,0,0.3783218001705157
A00603,2024,0,0.5993237681878057
A00604,2023,0,0.5499863099479617
A00605,2021,0,0.43468228356719524
A00606,2023,0,0.5569557987047782
A00607,2022,0,0.4289972764842473
A00608,2023,1,0.6310045448236494
A00609,2024,1,0.6120780866707961
